Week,Region,State,Abbreviation,Disease,Total,Month
196604,Southeast,TENNESSEE,TN,RUBELLA,76,January
196605,Southeast,TENNESSEE,TN,RUBELLA,55,January
196606,Southeast,TENNESSEE,TN,RUBELLA,47,February
196607,Southeast,TENNESSEE,TN,RUBELLA,84,February
196608,Southeast,TENNESSEE,TN,RUBELLA,39,February
196609,Southeast,TENNESSEE,TN,RUBELLA,61,February
196610,Southeast,TENNESSEE,TN,RUBELLA,65,March
196611,Southeast,TENNESSEE,TN,RUBELLA,82,March
196612,Southeast,TENNESSEE,TN,RUBELLA,77,March
196613,Southeast,TENNESSEE,TN,RUBELLA,79,March
196614,Southeast,TENNESSEE,TN,RUBELLA,65,April
196615,Southeast,TENNESSEE,TN,RUBELLA,109,April
196616,Southeast,TENNESSEE,TN,RUBELLA,120,April
196617,Southeast,TENNESSEE,TN,RUBELLA,146,April
196618,Southeast,TENNESSEE,TN,RUBELLA,172,May
196619,Southeast,TENNESSEE,TN,RUBELLA,165,May
196620,Southeast,TENNESSEE,TN,RUBELLA,183,May
196621,Southeast,TENNESSEE,TN,RUBELLA,134,May
196622,Southeast,TENNESSEE,TN,RUBELLA,93,May
196623,Southeast,TENNESSEE,TN,RUBELLA,99,June
196624,Southeast,TENNESSEE,TN,RUBELLA,76,June
196625,Southeast,TENNESSEE,TN,RUBELLA,67,June
196626,Southeast,TENNESSEE,TN,RUBELLA,38,June
196627,Southeast,TENNESSEE,TN,RUBELLA,77,July
196628,Southeast,TENNESSEE,TN,RUBELLA,50,July
196629,Southeast,TENNESSEE,TN,RUBELLA,17,July
196630,Southeast,TENNESSEE,TN,RUBELLA,12,July
196631,Southeast,TENNESSEE,TN,RUBELLA,19,July
196632,Southeast,TENNESSEE,TN,RUBELLA,24,August
196633,Southeast,TENNESSEE,TN,RUBELLA,10,August
196634,Southeast,TENNESSEE,TN,RUBELLA,8,August
196635,Southeast,TENNESSEE,TN,RUBELLA,17,August
196636,Southeast,TENNESSEE,TN,RUBELLA,6,September
196637,Southeast,TENNESSEE,TN,RUBELLA,1,September
196638,Southeast,TENNESSEE,TN,RUBELLA,8,September
196639,Southeast,TENNESSEE,TN,RUBELLA,2,September
196640,Southeast,TENNESSEE,TN,RUBELLA,5,October
196641,Southeast,TENNESSEE,TN,RUBELLA,3,October
196642,Southeast,TENNESSEE,TN,RUBELLA,1,October
196643,Southeast,TENNESSEE,TN,RUBELLA,16,October
196644,Southeast,TENNESSEE,TN,RUBELLA,18,October
196645,Southeast,TENNESSEE,TN,RUBELLA,3,November
196646,Southeast,TENNESSEE,TN,RUBELLA,7,November
196647,Southeast,TENNESSEE,TN,RUBELLA,9,November
196648,Southeast,TENNESSEE,TN,RUBELLA,4,November
196650,Southeast,TENNESSEE,TN,RUBELLA,9,December
196651,Southeast,TENNESSEE,TN,RUBELLA,2,December
196652,Southeast,TENNESSEE,TN,RUBELLA,15,December
196601,Southwest,TEXAS,TX,HEPATITIS A,62,January
196602,Southwest,TEXAS,TX,HEPATITIS A,40,January
196603,Southwest,TEXAS,TX,HEPATITIS A,51,January
196604,Southwest,TEXAS,TX,HEPATITIS A,41,January
196605,Southwest,TEXAS,TX,HEPATITIS A,39,January
196606,Southwest,TEXAS,TX,HEPATITIS A,46,February
196607,Southwest,TEXAS,TX,HEPATITIS A,36,February
196608,Southwest,TEXAS,TX,HEPATITIS A,36,February
196609,Southwest,TEXAS,TX,HEPATITIS A,51,February
196610,Southwest,TEXAS,TX,HEPATITIS A,42,March
196611,Southwest,TEXAS,TX,HEPATITIS A,43,March
196612,Southwest,TEXAS,TX,HEPATITIS A,35,March
196613,Southwest,TEXAS,TX,HEPATITIS A,33,March
196614,Southwest,TEXAS,TX,HEPATITIS A,29,April
196615,Southwest,TEXAS,TX,HEPATITIS A,37,April
196616,Southwest,TEXAS,TX,HEPATITIS A,38,April
196617,Southwest,TEXAS,TX,HEPATITIS A,21,April
196618,Southwest,TEXAS,TX,HEPATITIS A,35,May
196619,Southwest,TEXAS,TX,HEPATITIS A,38,May
196620,Southwest,TEXAS,TX,HEPATITIS A,35,May
196621,Southwest,TEXAS,TX,HEPATITIS A,21,May
196622,Southwest,TEXAS,TX,HEPATITIS A,36,May
196623,Southwest,TEXAS,TX,HEPATITIS A,22,June
196624,Southwest,TEXAS,TX,HEPATITIS A,26,June
196625,Southwest,TEXAS,TX,HEPATITIS A,25,June
196626,Southwest,TEXAS,TX,HEPATITIS A,32,June
196627,Southwest,TEXAS,TX,HEPATITIS A,21,July
196628,Southwest,TEXAS,TX,HEPATITIS A,37,July
196629,Southwest,TEXAS,TX,HEPATITIS A,31,July
196630,Southwest,TEXAS,TX,HEPATITIS A,31,July
196631,Southwest,TEXAS,TX,HEPATITIS A,23,July
196632,Southwest,TEXAS,TX,HEPATITIS A,32,August
196633,Southwest,TEXAS,TX,HEPATITIS A,38,August
196634,Southwest,TEXAS,TX,HEPATITIS A,37,August
196635,Southwest,TEXAS,TX,HEPATITIS A,34,August
196636,Southwest,TEXAS,TX,HEPATITIS A,24,September
196637,Southwest,TEXAS,TX,HEPATITIS A,32,September
196638,Southwest,TEXAS,TX,HEPATITIS A,25,September
196639,Southwest,TEXAS,TX,HEPATITIS A,35,September
196640,Southwest,TEXAS,TX,HEPATITIS A,43,October
196641,Southwest,TEXAS,TX,HEPATITIS A,38,October
196642,Southwest,TEXAS,TX,HEPATITIS A,23,October
196643,Southwest,TEXAS,TX,HEPATITIS A,30,October
196644,Southwest,TEXAS,TX,HEPATITIS A,44,October
196645,Southwest,TEXAS,TX,HEPATITIS A,41,November
196646,Southwest,TEXAS,TX,HEPATITIS A,49,November
196647,Southwest,TEXAS,TX,HEPATITIS A,16,November
196648,Southwest,TEXAS,TX,HEPATITIS A,41,November
196649,Southwest,TEXAS,TX,HEPATITIS A,44,December
196650,Southwest,TEXAS,TX,HEPATITIS A,32,December
196651,Southwest,TEXAS,TX,HEPATITIS A,27,December
196652,Southwest,TEXAS,TX,HEPATITIS A,30,December
196601,Southwest,TEXAS,TX,MEASLES,236,January
196602,Southwest,TEXAS,TX,MEASLES,227,January
196603,Southwest,TEXAS,TX,MEASLES,299,January
196604,Southwest,TEXAS,TX,MEASLES,305,January
196605,Southwest,TEXAS,TX,MEASLES,530,January
196606,Southwest,TEXAS,TX,MEASLES,566,February
196607,Southwest,TEXAS,TX,MEASLES,534,February
196608,Southwest,TEXAS,TX,MEASLES,762,February
196609,Southwest,TEXAS,TX,MEASLES,879,February
196610,Southwest,TEXAS,TX,MEASLES,1009,March
196611,Southwest,TEXAS,TX,MEASLES,1229,March
196612,Southwest,TEXAS,TX,MEASLES,1296,March
196613,Southwest,TEXAS,TX,MEASLES,1496,March
196614,Southwest,TEXAS,TX,MEASLES,1178,April
196615,Southwest,TEXAS,TX,MEASLES,1288,April
196616,Southwest,TEXAS,TX,MEASLES,1151,April
196617,Southwest,TEXAS,TX,MEASLES,1171,April
196618,Southwest,TEXAS,TX,MEASLES,1108,May
196619,Southwest,TEXAS,TX,MEASLES,1120,May
196620,Southwest,TEXAS,TX,MEASLES,1012,May
196621,Southwest,TEXAS,TX,MEASLES,795,May
196622,Southwest,TEXAS,TX,MEASLES,776,May
196623,Southwest,TEXAS,TX,MEASLES,759,June
196624,Southwest,TEXAS,TX,MEASLES,612,June
196625,Southwest,TEXAS,TX,MEASLES,460,June
196626,Southwest,TEXAS,TX,MEASLES,373,June
196627,Southwest,TEXAS,TX,MEASLES,292,July
196628,Southwest,TEXAS,TX,MEASLES,265,July
196629,Southwest,TEXAS,TX,MEASLES,233,July
196630,Southwest,TEXAS,TX,MEASLES,178,July
196631,Southwest,TEXAS,TX,MEASLES,147,July
196632,Southwest,TEXAS,TX,MEASLES,119,August
196633,Southwest,TEXAS,TX,MEASLES,141,August
196634,Southwest,TEXAS,TX,MEASLES,104,August
196635,Southwest,TEXAS,TX,MEASLES,126,August
196636,Southwest,TEXAS,TX,MEASLES,86,September
196637,Southwest,TEXAS,TX,MEASLES,76,September
196638,Southwest,TEXAS,TX,MEASLES,75,September
196639,Southwest,TEXAS,TX,MEASLES,80,September
196640,Southwest,TEXAS,TX,MEASLES,87,October
196641,Southwest,TEXAS,TX,MEASLES,97,October
196642,Southwest,TEXAS,TX,MEASLES,126,October
196643,Southwest,TEXAS,TX,MEASLES,149,October
196644,Southwest,TEXAS,TX,MEASLES,97,October
196645,Southwest,TEXAS,TX,MEASLES,85,November
196646,Southwest,TEXAS,TX,MEASLES,199,November
196647,Southwest,TEXAS,TX,MEASLES,196,November
196648,Southwest,TEXAS,TX,MEASLES,318,November
196650,Southwest,TEXAS,TX,MEASLES,315,December
196651,Southwest,TEXAS,TX,MEASLES,197,December
196652,Southwest,TEXAS,TX,MEASLES,219,December
196604,Southwest,TEXAS,TX,RUBELLA,1,January
196607,Southwest,TEXAS,TX,RUBELLA,6,February
196610,Southwest,TEXAS,TX,RUBELLA,2,March
196611,Southwest,TEXAS,TX,RUBELLA,1,March
196612,Southwest,TEXAS,TX,RUBELLA,18,March
196613,Southwest,TEXAS,TX,RUBELLA,2,March
196614,Southwest,TEXAS,TX,RUBELLA,7,April
196615,Southwest,TEXAS,TX,RUBELLA,12,April
196616,Southwest,TEXAS,TX,RUBELLA,15,April
196617,Southwest,TEXAS,TX,RUBELLA,6,April
196618,Southwest,TEXAS,TX,RUBELLA,3,May
196619,Southwest,TEXAS,TX,RUBELLA,7,May
196620,Southwest,TEXAS,TX,RUBELLA,13,May
196621,Southwest,TEXAS,TX,RUBELLA,12,May
196622,Southwest,TEXAS,TX,RUBELLA,8,May
196624,Southwest,TEXAS,TX,RUBELLA,2,June
196626,Southwest,TEXAS,TX,RUBELLA,2,June
196627,Southwest,TEXAS,TX,RUBELLA,1,July
196628,Southwest,TEXAS,TX,RUBELLA,2,July
196629,Southwest,TEXAS,TX,RUBELLA,2,July
196630,Southwest,TEXAS,TX,RUBELLA,3,July
196631,Southwest,TEXAS,TX,RUBELLA,1,July
196635,Southwest,TEXAS,TX,RUBELLA,3,August
196637,Southwest,TEXAS,TX,RUBELLA,2,September
196642,Southwest,TEXAS,TX,RUBELLA,2,October
196645,Southwest,TEXAS,TX,RUBELLA,2,November
196647,Southwest,TEXAS,TX,RUBELLA,1,November
196651,Southwest,TEXAS,TX,RUBELLA,1,December
196652,Southwest,TEXAS,TX,RUBELLA,1,December
196601,West,UTAH,UT,HEPATITIS A,1,January
196602,West,UTAH,UT,HEPATITIS A,4,January
196603,West,UTAH,UT,HEPATITIS A,6,January
196604,West,UTAH,UT,HEPATITIS A,19,January
196605,West,UTAH,UT,HEPATITIS A,1,January
196606,West,UTAH,UT,HEPATITIS A,4,February
196607,West,UTAH,UT,HEPATITIS A,7,February
196608,West,UTAH,UT,HEPATITIS A,5,February
196609,West,UTAH,UT,HEPATITIS A,2,February
196610,West,UTAH,UT,HEPATITIS A,2,March
196611,West,UTAH,UT,HEPATITIS A,1,March
196612,West,UTAH,UT,HEPATITIS A,3,March
196613,West,UTAH,UT,HEPATITIS A,5,March
196614,West,UTAH,UT,HEPATITIS A,7,April
196615,West,UTAH,UT,HEPATITIS A,1,April
196616,West,UTAH,UT,HEPATITIS A,2,April
196617,West,UTAH,UT,HEPATITIS A,3,April
196618,West,UTAH,UT,HEPATITIS A,1,May
196619,West,UTAH,UT,HEPATITIS A,2,May
196622,West,UTAH,UT,HEPATITIS A,3,May
196623,West,UTAH,UT,HEPATITIS A,1,June
196624,West,UTAH,UT,HEPATITIS A,6,June
196625,West,UTAH,UT,HEPATITIS A,5,June
196626,West,UTAH,UT,HEPATITIS A,1,June
196627,West,UTAH,UT,HEPATITIS A,1,July
196628,West,UTAH,UT,HEPATITIS A,1,July
196629,West,UTAH,UT,HEPATITIS A,1,July
196631,West,UTAH,UT,HEPATITIS A,7,July
196632,West,UTAH,UT,HEPATITIS A,1,August
196633,West,UTAH,UT,HEPATITIS A,3,August
196635,West,UTAH,UT,HEPATITIS A,6,August
196636,West,UTAH,UT,HEPATITIS A,2,September
196637,West,UTAH,UT,HEPATITIS A,6,September
196638,West,UTAH,UT,HEPATITIS A,2,September
196639,West,UTAH,UT,HEPATITIS A,2,September
196640,West,UTAH,UT,HEPATITIS A,1,October
196641,West,UTAH,UT,HEPATITIS A,3,October
196643,West,UTAH,UT,HEPATITIS A,4,October
196644,West,UTAH,UT,HEPATITIS A,2,October
196645,West,UTAH,UT,HEPATITIS A,1,November
196646,West,UTAH,UT,HEPATITIS A,3,November
196647,West,UTAH,UT,HEPATITIS A,3,November
196648,West,UTAH,UT,HEPATITIS A,3,November
196649,West,UTAH,UT,HEPATITIS A,10,December
196650,West,UTAH,UT,HEPATITIS A,9,December
196651,West,UTAH,UT,HEPATITIS A,5,December
196652,West,UTAH,UT,HEPATITIS A,2,December
196601,West,UTAH,UT,MEASLES,4,January
196602,West,UTAH,UT,MEASLES,3,January
196603,West,UTAH,UT,MEASLES,1,January
196604,West,UTAH,UT,MEASLES,18,January
196605,West,UTAH,UT,MEASLES,10,January
196606,West,UTAH,UT,MEASLES,17,February
196607,West,UTAH,UT,MEASLES,14,February
196608,West,UTAH,UT,MEASLES,21,February
196609,West,UTAH,UT,MEASLES,4,February
196610,West,UTAH,UT,MEASLES,7,March
196611,West,UTAH,UT,MEASLES,15,March
196612,West,UTAH,UT,MEASLES,6,March
196613,West,UTAH,UT,MEASLES,36,March
196614,West,UTAH,UT,MEASLES,5,April
196615,West,UTAH,UT,MEASLES,18,April
196616,West,UTAH,UT,MEASLES,14,April
196617,West,UTAH,UT,MEASLES,23,April
196618,West,UTAH,UT,MEASLES,66,May
196619,West,UTAH,UT,MEASLES,23,May
196620,West,UTAH,UT,MEASLES,12,May
196621,West,UTAH,UT,MEASLES,34,May
196622,West,UTAH,UT,MEASLES,7,May
196623,West,UTAH,UT,MEASLES,27,June
196624,West,UTAH,UT,MEASLES,12,June
196625,West,UTAH,UT,MEASLES,67,June
196626,West,UTAH,UT,MEASLES,53,June
196627,West,UTAH,UT,MEASLES,17,July
196628,West,UTAH,UT,MEASLES,12,July
196629,West,UTAH,UT,MEASLES,15,July
196630,West,UTAH,UT,MEASLES,25,July
196631,West,UTAH,UT,MEASLES,4,July
196632,West,UTAH,UT,MEASLES,11,August
196633,West,UTAH,UT,MEASLES,19,August
196634,West,UTAH,UT,MEASLES,2,August
196635,West,UTAH,UT,MEASLES,6,August
196636,West,UTAH,UT,MEASLES,0,September
196637,West,UTAH,UT,MEASLES,7,September
196638,West,UTAH,UT,MEASLES,5,September
196639,West,UTAH,UT,MEASLES,1,September
196640,West,UTAH,UT,MEASLES,0,October
196641,West,UTAH,UT,MEASLES,0,October
196642,West,UTAH,UT,MEASLES,4,October
196643,West,UTAH,UT,MEASLES,0,October
196644,West,UTAH,UT,MEASLES,0,October
196645,West,UTAH,UT,MEASLES,3,November
196646,West,UTAH,UT,MEASLES,0,November
196647,West,UTAH,UT,MEASLES,9,November
196648,West,UTAH,UT,MEASLES,5,November
196650,West,UTAH,UT,MEASLES,1,December
196651,West,UTAH,UT,MEASLES,21,December
196652,West,UTAH,UT,MEASLES,4,December
196602,West,UTAH,UT,RUBELLA,2,January
196603,West,UTAH,UT,RUBELLA,2,January
196604,West,UTAH,UT,RUBELLA,6,January
196606,West,UTAH,UT,RUBELLA,2,February
196607,West,UTAH,UT,RUBELLA,4,February
196608,West,UTAH,UT,RUBELLA,2,February
196609,West,UTAH,UT,RUBELLA,5,February
196610,West,UTAH,UT,RUBELLA,6,March
196611,West,UTAH,UT,RUBELLA,1,March
196612,West,UTAH,UT,RUBELLA,3,March
196613,West,UTAH,UT,RUBELLA,4,March
196614,West,UTAH,UT,RUBELLA,1,April
196616,West,UTAH,UT,RUBELLA,4,April
196617,West,UTAH,UT,RUBELLA,1,April
196618,West,UTAH,UT,RUBELLA,2,May
196619,West,UTAH,UT,RUBELLA,7,May
196620,West,UTAH,UT,RUBELLA,4,May
196621,West,UTAH,UT,RUBELLA,3,May
196622,West,UTAH,UT,RUBELLA,2,May
196623,West,UTAH,UT,RUBELLA,1,June
196624,West,UTAH,UT,RUBELLA,1,June
196625,West,UTAH,UT,RUBELLA,2,June
196628,West,UTAH,UT,RUBELLA,4,July
196636,West,UTAH,UT,RUBELLA,1,September
196641,West,UTAH,UT,RUBELLA,1,October
196642,West,UTAH,UT,RUBELLA,1,October
196643,West,UTAH,UT,RUBELLA,2,October
196647,West,UTAH,UT,RUBELLA,5,November
196648,West,UTAH,UT,RUBELLA,1,November
196651,West,UTAH,UT,RUBELLA,1,December
196605,Northeast,VERMONT,VT,HEPATITIS A,1,January
196607,Northeast,VERMONT,VT,HEPATITIS A,2,February
196609,Northeast,VERMONT,VT,HEPATITIS A,2,February
196610,Northeast,VERMONT,VT,HEPATITIS A,3,March
196612,Northeast,VERMONT,VT,HEPATITIS A,1,March
196614,Northeast,VERMONT,VT,HEPATITIS A,1,April
196619,Northeast,VERMONT,VT,HEPATITIS A,1,May
196622,Northeast,VERMONT,VT,HEPATITIS A,1,May
196623,Northeast,VERMONT,VT,HEPATITIS A,2,June
196630,Northeast,VERMONT,VT,HEPATITIS A,1,July
196632,Northeast,VERMONT,VT,HEPATITIS A,1,August
196634,Northeast,VERMONT,VT,HEPATITIS A,1,August
196639,Northeast,VERMONT,VT,HEPATITIS A,1,September
196645,Northeast,VERMONT,VT,HEPATITIS A,1,November
196646,Northeast,VERMONT,VT,HEPATITIS A,2,November
196648,Northeast,VERMONT,VT,HEPATITIS A,1,November
196651,Northeast,VERMONT,VT,HEPATITIS A,1,December
196601,Northeast,VERMONT,VT,MEASLES,17,January
196602,Northeast,VERMONT,VT,MEASLES,30,January
196603,Northeast,VERMONT,VT,MEASLES,33,January
196604,Northeast,VERMONT,VT,MEASLES,29,January
196605,Northeast,VERMONT,VT,MEASLES,8,January
196606,Northeast,VERMONT,VT,MEASLES,19,February
196607,Northeast,VERMONT,VT,MEASLES,1,February
196608,Northeast,VERMONT,VT,MEASLES,7,February
196609,Northeast,VERMONT,VT,MEASLES,9,February
196610,Northeast,VERMONT,VT,MEASLES,8,March
196611,Northeast,VERMONT,VT,MEASLES,0,March
196612,Northeast,VERMONT,VT,MEASLES,2,March
196613,Northeast,VERMONT,VT,MEASLES,3,March
196614,Northeast,VERMONT,VT,MEASLES,32,April
196615,Northeast,VERMONT,VT,MEASLES,4,April
196616,Northeast,VERMONT,VT,MEASLES,2,April
196617,Northeast,VERMONT,VT,MEASLES,0,April
196618,Northeast,VERMONT,VT,MEASLES,0,May
196619,Northeast,VERMONT,VT,MEASLES,5,May
196620,Northeast,VERMONT,VT,MEASLES,0,May
196621,Northeast,VERMONT,VT,MEASLES,3,May
196622,Northeast,VERMONT,VT,MEASLES,4,May
196623,Northeast,VERMONT,VT,MEASLES,1,June
196624,Northeast,VERMONT,VT,MEASLES,0,June
196625,Northeast,VERMONT,VT,MEASLES,1,June
196626,Northeast,VERMONT,VT,MEASLES,0,June
196627,Northeast,VERMONT,VT,MEASLES,1,July
196628,Northeast,VERMONT,VT,MEASLES,0,July
196629,Northeast,VERMONT,VT,MEASLES,2,July
196630,Northeast,VERMONT,VT,MEASLES,0,July
196631,Northeast,VERMONT,VT,MEASLES,0,July
196632,Northeast,VERMONT,VT,MEASLES,4,August
196633,Northeast,VERMONT,VT,MEASLES,0,August
196634,Northeast,VERMONT,VT,MEASLES,0,August
196635,Northeast,VERMONT,VT,MEASLES,6,August
196636,Northeast,VERMONT,VT,MEASLES,1,September
196637,Northeast,VERMONT,VT,MEASLES,1,September
196638,Northeast,VERMONT,VT,MEASLES,5,September
196639,Northeast,VERMONT,VT,MEASLES,0,September
196640,Northeast,VERMONT,VT,MEASLES,1,October
196641,Northeast,VERMONT,VT,MEASLES,27,October
196642,Northeast,VERMONT,VT,MEASLES,12,October
196643,Northeast,VERMONT,VT,MEASLES,14,October
196644,Northeast,VERMONT,VT,MEASLES,6,October
196645,Northeast,VERMONT,VT,MEASLES,4,November
196646,Northeast,VERMONT,VT,MEASLES,14,November
196647,Northeast,VERMONT,VT,MEASLES,1,November
196648,Northeast,VERMONT,VT,MEASLES,6,November
196650,Northeast,VERMONT,VT,MEASLES,1,December
196651,Northeast,VERMONT,VT,MEASLES,0,December
196652,Northeast,VERMONT,VT,MEASLES,3,December
196601,Northeast,VERMONT,VT,RUBELLA,2,January
196603,Northeast,VERMONT,VT,RUBELLA,27,January
196604,Northeast,VERMONT,VT,RUBELLA,31,January
196605,Northeast,VERMONT,VT,RUBELLA,1,January
196606,Northeast,VERMONT,VT,RUBELLA,7,February
196607,Northeast,VERMONT,VT,RUBELLA,5,February
196608,Northeast,VERMONT,VT,RUBELLA,2,February
196609,Northeast,VERMONT,VT,RUBELLA,5,February
196610,Northeast,VERMONT,VT,RUBELLA,3,March
196612,Northeast,VERMONT,VT,RUBELLA,4,March
196613,Northeast,VERMONT,VT,RUBELLA,5,March
196614,Northeast,VERMONT,VT,RUBELLA,3,April
196615,Northeast,VERMONT,VT,RUBELLA,3,April
196616,Northeast,VERMONT,VT,RUBELLA,5,April
196618,Northeast,VERMONT,VT,RUBELLA,1,May
196619,Northeast,VERMONT,VT,RUBELLA,1,May
196620,Northeast,VERMONT,VT,RUBELLA,6,May
196621,Northeast,VERMONT,VT,RUBELLA,3,May
196622,Northeast,VERMONT,VT,RUBELLA,11,May
196623,Northeast,VERMONT,VT,RUBELLA,17,June
196625,Northeast,VERMONT,VT,RUBELLA,2,June
196626,Northeast,VERMONT,VT,RUBELLA,5,June
196628,Northeast,VERMONT,VT,RUBELLA,1,July
196630,Northeast,VERMONT,VT,RUBELLA,1,July
196631,Northeast,VERMONT,VT,RUBELLA,4,July
196641,Northeast,VERMONT,VT,RUBELLA,2,October
196645,Northeast,VERMONT,VT,RUBELLA,1,November
196651,Northeast,VERMONT,VT,RUBELLA,1,December
196601,Southeast,VIRGINIA,VA,HEPATITIS A,11,January
196602,Southeast,VIRGINIA,VA,HEPATITIS A,12,January
196603,Southeast,VIRGINIA,VA,HEPATITIS A,14,January
196604,Southeast,VIRGINIA,VA,HEPATITIS A,10,January
196605,Southeast,VIRGINIA,VA,HEPATITIS A,29,January
196606,Southeast,VIRGINIA,VA,HEPATITIS A,9,February
196607,Southeast,VIRGINIA,VA,HEPATITIS A,15,February
196608,Southeast,VIRGINIA,VA,HEPATITIS A,16,February
196609,Southeast,VIRGINIA,VA,HEPATITIS A,22,February
196610,Southeast,VIRGINIA,VA,HEPATITIS A,23,March
196611,Southeast,VIRGINIA,VA,HEPATITIS A,25,March
196612,Southeast,VIRGINIA,VA,HEPATITIS A,6,March
196613,Southeast,VIRGINIA,VA,HEPATITIS A,13,March
196614,Southeast,VIRGINIA,VA,HEPATITIS A,7,April
196615,Southeast,VIRGINIA,VA,HEPATITIS A,16,April
196616,Southeast,VIRGINIA,VA,HEPATITIS A,8,April
196617,Southeast,VIRGINIA,VA,HEPATITIS A,14,April
196618,Southeast,VIRGINIA,VA,HEPATITIS A,7,May
196619,Southeast,VIRGINIA,VA,HEPATITIS A,5,May
196620,Southeast,VIRGINIA,VA,HEPATITIS A,9,May
196621,Southeast,VIRGINIA,VA,HEPATITIS A,8,May
196622,Southeast,VIRGINIA,VA,HEPATITIS A,7,May
196623,Southeast,VIRGINIA,VA,HEPATITIS A,19,June
196624,Southeast,VIRGINIA,VA,HEPATITIS A,12,June
196625,Southeast,VIRGINIA,VA,HEPATITIS A,4,June
196626,Southeast,VIRGINIA,VA,HEPATITIS A,15,June
196627,Southeast,VIRGINIA,VA,HEPATITIS A,3,July
196628,Southeast,VIRGINIA,VA,HEPATITIS A,8,July
196630,Southeast,VIRGINIA,VA,HEPATITIS A,6,July
196631,Southeast,VIRGINIA,VA,HEPATITIS A,12,July
196632,Southeast,VIRGINIA,VA,HEPATITIS A,9,August
196633,Southeast,VIRGINIA,VA,HEPATITIS A,7,August
196634,Southeast,VIRGINIA,VA,HEPATITIS A,5,August
196635,Southeast,VIRGINIA,VA,HEPATITIS A,6,August
196636,Southeast,VIRGINIA,VA,HEPATITIS A,18,September
196637,Southeast,VIRGINIA,VA,HEPATITIS A,14,September
196638,Southeast,VIRGINIA,VA,HEPATITIS A,4,September
196639,Southeast,VIRGINIA,VA,HEPATITIS A,17,September
196640,Southeast,VIRGINIA,VA,HEPATITIS A,9,October
196641,Southeast,VIRGINIA,VA,HEPATITIS A,6,October
196642,Southeast,VIRGINIA,VA,HEPATITIS A,9,October
196643,Southeast,VIRGINIA,VA,HEPATITIS A,5,October
196644,Southeast,VIRGINIA,VA,HEPATITIS A,13,October
196645,Southeast,VIRGINIA,VA,HEPATITIS A,8,November
196646,Southeast,VIRGINIA,VA,HEPATITIS A,20,November
196647,Southeast,VIRGINIA,VA,HEPATITIS A,9,November
196648,Southeast,VIRGINIA,VA,HEPATITIS A,7,November
196649,Southeast,VIRGINIA,VA,HEPATITIS A,14,December
196650,Southeast,VIRGINIA,VA,HEPATITIS A,15,December
196651,Southeast,VIRGINIA,VA,HEPATITIS A,16,December
196652,Southeast,VIRGINIA,VA,HEPATITIS A,4,December
196601,Southeast,VIRGINIA,VA,MEASLES,10,January
196602,Southeast,VIRGINIA,VA,MEASLES,10,January
196603,Southeast,VIRGINIA,VA,MEASLES,92,January
196604,Southeast,VIRGINIA,VA,MEASLES,9,January
196605,Southeast,VIRGINIA,VA,MEASLES,65,January
196606,Southeast,VIRGINIA,VA,MEASLES,34,February
196607,Southeast,VIRGINIA,VA,MEASLES,55,February
196608,Southeast,VIRGINIA,VA,MEASLES,47,February
196609,Southeast,VIRGINIA,VA,MEASLES,33,February
196610,Southeast,VIRGINIA,VA,MEASLES,26,March
196611,Southeast,VIRGINIA,VA,MEASLES,114,March
196612,Southeast,VIRGINIA,VA,MEASLES,54,March
196613,Southeast,VIRGINIA,VA,MEASLES,148,March
196614,Southeast,VIRGINIA,VA,MEASLES,54,April
196615,Southeast,VIRGINIA,VA,MEASLES,95,April
196616,Southeast,VIRGINIA,VA,MEASLES,110,April
196617,Southeast,VIRGINIA,VA,MEASLES,66,April
196618,Southeast,VIRGINIA,VA,MEASLES,58,May
196619,Southeast,VIRGINIA,VA,MEASLES,102,May
196620,Southeast,VIRGINIA,VA,MEASLES,147,May
196621,Southeast,VIRGINIA,VA,MEASLES,85,May
196622,Southeast,VIRGINIA,VA,MEASLES,52,May
196623,Southeast,VIRGINIA,VA,MEASLES,109,June
196624,Southeast,VIRGINIA,VA,MEASLES,157,June
196625,Southeast,VIRGINIA,VA,MEASLES,47,June
196626,Southeast,VIRGINIA,VA,MEASLES,87,June
196627,Southeast,VIRGINIA,VA,MEASLES,41,July
196628,Southeast,VIRGINIA,VA,MEASLES,32,July
196629,Southeast,VIRGINIA,VA,MEASLES,62,July
196630,Southeast,VIRGINIA,VA,MEASLES,68,July
196631,Southeast,VIRGINIA,VA,MEASLES,21,July
196632,Southeast,VIRGINIA,VA,MEASLES,0,August
196633,Southeast,VIRGINIA,VA,MEASLES,10,August
196634,Southeast,VIRGINIA,VA,MEASLES,18,August
196635,Southeast,VIRGINIA,VA,MEASLES,20,August
196636,Southeast,VIRGINIA,VA,MEASLES,25,September
196637,Southeast,VIRGINIA,VA,MEASLES,8,September
196638,Southeast,VIRGINIA,VA,MEASLES,3,September
196639,Southeast,VIRGINIA,VA,MEASLES,2,September
196640,Southeast,VIRGINIA,VA,MEASLES,4,October
196641,Southeast,VIRGINIA,VA,MEASLES,8,October
196642,Southeast,VIRGINIA,VA,MEASLES,9,October
196643,Southeast,VIRGINIA,VA,MEASLES,0,October
196644,Southeast,VIRGINIA,VA,MEASLES,3,October
196645,Southeast,VIRGINIA,VA,MEASLES,5,November
196646,Southeast,VIRGINIA,VA,MEASLES,3,November
