Week,Region,State,Abbreviation,Disease,Total
196617,Midwest,IOWA,IA,MEASLES,341
196618,Midwest,IOWA,IA,MEASLES,264
196619,Midwest,IOWA,IA,MEASLES,305
196620,Midwest,IOWA,IA,MEASLES,205
196621,Midwest,IOWA,IA,MEASLES,290
196622,Midwest,IOWA,IA,MEASLES,276
196623,Midwest,IOWA,IA,MEASLES,228
196624,Midwest,IOWA,IA,MEASLES,86
196625,Midwest,IOWA,IA,MEASLES,115
196626,Midwest,IOWA,IA,MEASLES,50
196627,Midwest,IOWA,IA,MEASLES,42
196628,Midwest,IOWA,IA,MEASLES,22
196629,Midwest,IOWA,IA,MEASLES,21
196630,Midwest,IOWA,IA,MEASLES,22
196631,Midwest,IOWA,IA,MEASLES,26
196632,Midwest,IOWA,IA,MEASLES,4
196633,Midwest,IOWA,IA,MEASLES,1
196634,Midwest,IOWA,IA,MEASLES,0
196635,Midwest,IOWA,IA,MEASLES,0
196636,Midwest,IOWA,IA,MEASLES,2
196637,Midwest,IOWA,IA,MEASLES,0
196638,Midwest,IOWA,IA,MEASLES,3
196639,Midwest,IOWA,IA,MEASLES,1
196640,Midwest,IOWA,IA,MEASLES,7
196641,Midwest,IOWA,IA,MEASLES,11
196642,Midwest,IOWA,IA,MEASLES,0
196643,Midwest,IOWA,IA,MEASLES,20
196644,Midwest,IOWA,IA,MEASLES,7
196645,Midwest,IOWA,IA,MEASLES,4
196646,Midwest,IOWA,IA,MEASLES,3
196647,Midwest,IOWA,IA,MEASLES,2
196648,Midwest,IOWA,IA,MEASLES,45
196650,Midwest,IOWA,IA,MEASLES,18
196651,Midwest,IOWA,IA,MEASLES,12
196652,Midwest,IOWA,IA,MEASLES,15
196601,Midwest,IOWA,IA,RUBELLA,6
196602,Midwest,IOWA,IA,RUBELLA,34
196603,Midwest,IOWA,IA,RUBELLA,17
196604,Midwest,IOWA,IA,RUBELLA,32
196605,Midwest,IOWA,IA,RUBELLA,51
196606,Midwest,IOWA,IA,RUBELLA,56
196607,Midwest,IOWA,IA,RUBELLA,43
196608,Midwest,IOWA,IA,RUBELLA,52
196609,Midwest,IOWA,IA,RUBELLA,52
196610,Midwest,IOWA,IA,RUBELLA,39
196611,Midwest,IOWA,IA,RUBELLA,105
196612,Midwest,IOWA,IA,RUBELLA,68
196613,Midwest,IOWA,IA,RUBELLA,44
196614,Midwest,IOWA,IA,RUBELLA,121
196615,Midwest,IOWA,IA,RUBELLA,73
196616,Midwest,IOWA,IA,RUBELLA,113
196617,Midwest,IOWA,IA,RUBELLA,111
196618,Midwest,IOWA,IA,RUBELLA,234
196619,Midwest,IOWA,IA,RUBELLA,133
196620,Midwest,IOWA,IA,RUBELLA,116
196621,Midwest,IOWA,IA,RUBELLA,66
196622,Midwest,IOWA,IA,RUBELLA,32
196623,Midwest,IOWA,IA,RUBELLA,87
196624,Midwest,IOWA,IA,RUBELLA,102
196625,Midwest,IOWA,IA,RUBELLA,10
196626,Midwest,IOWA,IA,RUBELLA,1
196627,Midwest,IOWA,IA,RUBELLA,5
196628,Midwest,IOWA,IA,RUBELLA,1
196632,Midwest,IOWA,IA,RUBELLA,2
196633,Midwest,IOWA,IA,RUBELLA,2
196634,Midwest,IOWA,IA,RUBELLA,2
196635,Midwest,IOWA,IA,RUBELLA,1
196636,Midwest,IOWA,IA,RUBELLA,4
196637,Midwest,IOWA,IA,RUBELLA,2
196638,Midwest,IOWA,IA,RUBELLA,7
196639,Midwest,IOWA,IA,RUBELLA,3
196640,Midwest,IOWA,IA,RUBELLA,4
196641,Midwest,IOWA,IA,RUBELLA,4
196642,Midwest,IOWA,IA,RUBELLA,8
196643,Midwest,IOWA,IA,RUBELLA,7
196644,Midwest,IOWA,IA,RUBELLA,17
196645,Midwest,IOWA,IA,RUBELLA,4
196647,Midwest,IOWA,IA,RUBELLA,9
196648,Midwest,IOWA,IA,RUBELLA,9
196650,Midwest,IOWA,IA,RUBELLA,15
196651,Midwest,IOWA,IA,RUBELLA,13
196652,Midwest,IOWA,IA,RUBELLA,19
196601,Southeast,KENTUCKY,KY,HEPATITIS A,26
196602,Southeast,KENTUCKY,KY,HEPATITIS A,23
196603,Southeast,KENTUCKY,KY,HEPATITIS A,17
196604,Southeast,KENTUCKY,KY,HEPATITIS A,18
196605,Southeast,KENTUCKY,KY,HEPATITIS A,44
196606,Southeast,KENTUCKY,KY,HEPATITIS A,26
196607,Southeast,KENTUCKY,KY,HEPATITIS A,20
196608,Southeast,KENTUCKY,KY,HEPATITIS A,81
196609,Southeast,KENTUCKY,KY,HEPATITIS A,47
196610,Southeast,KENTUCKY,KY,HEPATITIS A,32
196611,Southeast,KENTUCKY,KY,HEPATITIS A,32
196612,Southeast,KENTUCKY,KY,HEPATITIS A,36
196613,Southeast,KENTUCKY,KY,HEPATITIS A,22
196614,Southeast,KENTUCKY,KY,HEPATITIS A,17
196615,Southeast,KENTUCKY,KY,HEPATITIS A,18
196616,Southeast,KENTUCKY,KY,HEPATITIS A,35
196617,Southeast,KENTUCKY,KY,HEPATITIS A,8
196618,Southeast,KENTUCKY,KY,HEPATITIS A,11
196619,Southeast,KENTUCKY,KY,HEPATITIS A,19
196620,Southeast,KENTUCKY,KY,HEPATITIS A,9
196621,Southeast,KENTUCKY,KY,HEPATITIS A,27
196622,Southeast,KENTUCKY,KY,HEPATITIS A,12
196623,Southeast,KENTUCKY,KY,HEPATITIS A,18
196624,Southeast,KENTUCKY,KY,HEPATITIS A,18
196625,Southeast,KENTUCKY,KY,HEPATITIS A,11
196626,Southeast,KENTUCKY,KY,HEPATITIS A,6
196627,Southeast,KENTUCKY,KY,HEPATITIS A,13
196628,Southeast,KENTUCKY,KY,HEPATITIS A,17
196629,Southeast,KENTUCKY,KY,HEPATITIS A,7
196630,Southeast,KENTUCKY,KY,HEPATITIS A,8
196631,Southeast,KENTUCKY,KY,HEPATITIS A,5
196632,Southeast,KENTUCKY,KY,HEPATITIS A,7
196633,Southeast,KENTUCKY,KY,HEPATITIS A,9
196634,Southeast,KENTUCKY,KY,HEPATITIS A,13
196635,Southeast,KENTUCKY,KY,HEPATITIS A,9
196636,Southeast,KENTUCKY,KY,HEPATITIS A,6
196637,Southeast,KENTUCKY,KY,HEPATITIS A,10
196638,Southeast,KENTUCKY,KY,HEPATITIS A,19
196639,Southeast,KENTUCKY,KY,HEPATITIS A,11
196640,Southeast,KENTUCKY,KY,HEPATITIS A,14
196641,Southeast,KENTUCKY,KY,HEPATITIS A,13
196642,Southeast,KENTUCKY,KY,HEPATITIS A,8
196643,Southeast,KENTUCKY,KY,HEPATITIS A,19
196644,Southeast,KENTUCKY,KY,HEPATITIS A,18
196645,Southeast,KENTUCKY,KY,HEPATITIS A,14
196646,Southeast,KENTUCKY,KY,HEPATITIS A,16
196647,Southeast,KENTUCKY,KY,HEPATITIS A,10
196648,Southeast,KENTUCKY,KY,HEPATITIS A,24
196649,Southeast,KENTUCKY,KY,HEPATITIS A,13
196650,Southeast,KENTUCKY,KY,HEPATITIS A,22
196651,Southeast,KENTUCKY,KY,HEPATITIS A,4
196652,Southeast,KENTUCKY,KY,HEPATITIS A,6
196601,Southeast,KENTUCKY,KY,MEASLES,68
196602,Southeast,KENTUCKY,KY,MEASLES,214
196603,Southeast,KENTUCKY,KY,MEASLES,211
196604,Southeast,KENTUCKY,KY,MEASLES,337
196605,Southeast,KENTUCKY,KY,MEASLES,506
196606,Southeast,KENTUCKY,KY,MEASLES,436
196607,Southeast,KENTUCKY,KY,MEASLES,95
196608,Southeast,KENTUCKY,KY,MEASLES,409
196609,Southeast,KENTUCKY,KY,MEASLES,307
196610,Southeast,KENTUCKY,KY,MEASLES,141
196611,Southeast,KENTUCKY,KY,MEASLES,151
196612,Southeast,KENTUCKY,KY,MEASLES,315
196613,Southeast,KENTUCKY,KY,MEASLES,201
196614,Southeast,KENTUCKY,KY,MEASLES,167
196615,Southeast,KENTUCKY,KY,MEASLES,132
196616,Southeast,KENTUCKY,KY,MEASLES,212
196617,Southeast,KENTUCKY,KY,MEASLES,77
196618,Southeast,KENTUCKY,KY,MEASLES,106
196619,Southeast,KENTUCKY,KY,MEASLES,91
196620,Southeast,KENTUCKY,KY,MEASLES,60
196621,Southeast,KENTUCKY,KY,MEASLES,88
196622,Southeast,KENTUCKY,KY,MEASLES,29
196623,Southeast,KENTUCKY,KY,MEASLES,105
196624,Southeast,KENTUCKY,KY,MEASLES,51
196625,Southeast,KENTUCKY,KY,MEASLES,15
196626,Southeast,KENTUCKY,KY,MEASLES,24
196627,Southeast,KENTUCKY,KY,MEASLES,5
196628,Southeast,KENTUCKY,KY,MEASLES,100
196629,Southeast,KENTUCKY,KY,MEASLES,6
196630,Southeast,KENTUCKY,KY,MEASLES,2
196631,Southeast,KENTUCKY,KY,MEASLES,4
196632,Southeast,KENTUCKY,KY,MEASLES,28
196633,Southeast,KENTUCKY,KY,MEASLES,0
196634,Southeast,KENTUCKY,KY,MEASLES,1
196635,Southeast,KENTUCKY,KY,MEASLES,5
196636,Southeast,KENTUCKY,KY,MEASLES,2
196637,Southeast,KENTUCKY,KY,MEASLES,7
196638,Southeast,KENTUCKY,KY,MEASLES,3
196639,Southeast,KENTUCKY,KY,MEASLES,20
196640,Southeast,KENTUCKY,KY,MEASLES,1
196641,Southeast,KENTUCKY,KY,MEASLES,4
196642,Southeast,KENTUCKY,KY,MEASLES,0
196643,Southeast,KENTUCKY,KY,MEASLES,9
196644,Southeast,KENTUCKY,KY,MEASLES,9
196645,Southeast,KENTUCKY,KY,MEASLES,0
196646,Southeast,KENTUCKY,KY,MEASLES,19
196647,Southeast,KENTUCKY,KY,MEASLES,4
196648,Southeast,KENTUCKY,KY,MEASLES,32
196650,Southeast,KENTUCKY,KY,MEASLES,18
196651,Southeast,KENTUCKY,KY,MEASLES,17
196652,Southeast,KENTUCKY,KY,MEASLES,8
196601,Southeast,KENTUCKY,KY,RUBELLA,14
196602,Southeast,KENTUCKY,KY,RUBELLA,17
196603,Southeast,KENTUCKY,KY,RUBELLA,42
196604,Southeast,KENTUCKY,KY,RUBELLA,33
196605,Southeast,KENTUCKY,KY,RUBELLA,15
196606,Southeast,KENTUCKY,KY,RUBELLA,142
196607,Southeast,KENTUCKY,KY,RUBELLA,132
196608,Southeast,KENTUCKY,KY,RUBELLA,95
196609,Southeast,KENTUCKY,KY,RUBELLA,17
196610,Southeast,KENTUCKY,KY,RUBELLA,71
196611,Southeast,KENTUCKY,KY,RUBELLA,185
196612,Southeast,KENTUCKY,KY,RUBELLA,48
196613,Southeast,KENTUCKY,KY,RUBELLA,55
196614,Southeast,KENTUCKY,KY,RUBELLA,24
196615,Southeast,KENTUCKY,KY,RUBELLA,21
196616,Southeast,KENTUCKY,KY,RUBELLA,230
196617,Southeast,KENTUCKY,KY,RUBELLA,48
196618,Southeast,KENTUCKY,KY,RUBELLA,52
196620,Southeast,KENTUCKY,KY,RUBELLA,19
196621,Southeast,KENTUCKY,KY,RUBELLA,195
196622,Southeast,KENTUCKY,KY,RUBELLA,52
196623,Southeast,KENTUCKY,KY,RUBELLA,110
196624,Southeast,KENTUCKY,KY,RUBELLA,16
196625,Southeast,KENTUCKY,KY,RUBELLA,81
196626,Southeast,KENTUCKY,KY,RUBELLA,11
196627,Southeast,KENTUCKY,KY,RUBELLA,11
196628,Southeast,KENTUCKY,KY,RUBELLA,8
196629,Southeast,KENTUCKY,KY,RUBELLA,5
196630,Southeast,KENTUCKY,KY,RUBELLA,11
196631,Southeast,KENTUCKY,KY,RUBELLA,23
196632,Southeast,KENTUCKY,KY,RUBELLA,4
196633,Southeast,KENTUCKY,KY,RUBELLA,4
196634,Southeast,KENTUCKY,KY,RUBELLA,4
196635,Southeast,KENTUCKY,KY,RUBELLA,3
196636,Southeast,KENTUCKY,KY,RUBELLA,3
196637,Southeast,KENTUCKY,KY,RUBELLA,2
196638,Southeast,KENTUCKY,KY,RUBELLA,4
196639,Southeast,KENTUCKY,KY,RUBELLA,1
196640,Southeast,KENTUCKY,KY,RUBELLA,2
196641,Southeast,KENTUCKY,KY,RUBELLA,3
196642,Southeast,KENTUCKY,KY,RUBELLA,2
196643,Southeast,KENTUCKY,KY,RUBELLA,1
196645,Southeast,KENTUCKY,KY,RUBELLA,11
196646,Southeast,KENTUCKY,KY,RUBELLA,12
196647,Southeast,KENTUCKY,KY,RUBELLA,19
196648,Southeast,KENTUCKY,KY,RUBELLA,5
196650,Southeast,KENTUCKY,KY,RUBELLA,4
196652,Southeast,KENTUCKY,KY,RUBELLA,3
196601,Southwest,LOUISIANA,LA,HEPATITIS A,1
196602,Southwest,LOUISIANA,LA,HEPATITIS A,8
196603,Southwest,LOUISIANA,LA,HEPATITIS A,10
196604,Southwest,LOUISIANA,LA,HEPATITIS A,5
196605,Southwest,LOUISIANA,LA,HEPATITIS A,9
196606,Southwest,LOUISIANA,LA,HEPATITIS A,6
196607,Southwest,LOUISIANA,LA,HEPATITIS A,9
196608,Southwest,LOUISIANA,LA,HEPATITIS A,6
196609,Southwest,LOUISIANA,LA,HEPATITIS A,11
196610,Southwest,LOUISIANA,LA,HEPATITIS A,7
196611,Southwest,LOUISIANA,LA,HEPATITIS A,6
196612,Southwest,LOUISIANA,LA,HEPATITIS A,11
196613,Southwest,LOUISIANA,LA,HEPATITIS A,11
196614,Southwest,LOUISIANA,LA,HEPATITIS A,3
196615,Southwest,LOUISIANA,LA,HEPATITIS A,8
196616,Southwest,LOUISIANA,LA,HEPATITIS A,10
196617,Southwest,LOUISIANA,LA,HEPATITIS A,14
196618,Southwest,LOUISIANA,LA,HEPATITIS A,15
196619,Southwest,LOUISIANA,LA,HEPATITIS A,14
196620,Southwest,LOUISIANA,LA,HEPATITIS A,6
196621,Southwest,LOUISIANA,LA,HEPATITIS A,10
196622,Southwest,LOUISIANA,LA,HEPATITIS A,8
196623,Southwest,LOUISIANA,LA,HEPATITIS A,8
196624,Southwest,LOUISIANA,LA,HEPATITIS A,11
196625,Southwest,LOUISIANA,LA,HEPATITIS A,3
196626,Southwest,LOUISIANA,LA,HEPATITIS A,7
196627,Southwest,LOUISIANA,LA,HEPATITIS A,7
196628,Southwest,LOUISIANA,LA,HEPATITIS A,18
196629,Southwest,LOUISIANA,LA,HEPATITIS A,13
196630,Southwest,LOUISIANA,LA,HEPATITIS A,6
196631,Southwest,LOUISIANA,LA,HEPATITIS A,8
196632,Southwest,LOUISIANA,LA,HEPATITIS A,6
196633,Southwest,LOUISIANA,LA,HEPATITIS A,18
196634,Southwest,LOUISIANA,LA,HEPATITIS A,11
196635,Southwest,LOUISIANA,LA,HEPATITIS A,7
196636,Southwest,LOUISIANA,LA,HEPATITIS A,5
196637,Southwest,LOUISIANA,LA,HEPATITIS A,3
196638,Southwest,LOUISIANA,LA,HEPATITIS A,7
196639,Southwest,LOUISIANA,LA,HEPATITIS A,4
196640,Southwest,LOUISIANA,LA,HEPATITIS A,5
196641,Southwest,LOUISIANA,LA,HEPATITIS A,4
196642,Southwest,LOUISIANA,LA,HEPATITIS A,6
196643,Southwest,LOUISIANA,LA,HEPATITIS A,12
196644,Southwest,LOUISIANA,LA,HEPATITIS A,3
196645,Southwest,LOUISIANA,LA,HEPATITIS A,4
196646,Southwest,LOUISIANA,LA,HEPATITIS A,12
196647,Southwest,LOUISIANA,LA,HEPATITIS A,4
196648,Southwest,LOUISIANA,LA,HEPATITIS A,3
196649,Southwest,LOUISIANA,LA,HEPATITIS A,14
196650,Southwest,LOUISIANA,LA,HEPATITIS A,9
196651,Southwest,LOUISIANA,LA,HEPATITIS A,7
196652,Southwest,LOUISIANA,LA,HEPATITIS A,10
196601,Southwest,LOUISIANA,LA,MEASLES,1
196602,Southwest,LOUISIANA,LA,MEASLES,9
196603,Southwest,LOUISIANA,LA,MEASLES,2
196604,Southwest,LOUISIANA,LA,MEASLES,4
196605,Southwest,LOUISIANA,LA,MEASLES,2
196606,Southwest,LOUISIANA,LA,MEASLES,7
196607,Southwest,LOUISIANA,LA,MEASLES,4
196608,Southwest,LOUISIANA,LA,MEASLES,9
196609,Southwest,LOUISIANA,LA,MEASLES,2
196610,Southwest,LOUISIANA,LA,MEASLES,7
196611,Southwest,LOUISIANA,LA,MEASLES,5
196612,Southwest,LOUISIANA,LA,MEASLES,1
196613,Southwest,LOUISIANA,LA,MEASLES,6
196614,Southwest,LOUISIANA,LA,MEASLES,0
196615,Southwest,LOUISIANA,LA,MEASLES,5
196616,Southwest,LOUISIANA,LA,MEASLES,4
196617,Southwest,LOUISIANA,LA,MEASLES,4
196618,Southwest,LOUISIANA,LA,MEASLES,2
196619,Southwest,LOUISIANA,LA,MEASLES,1
196620,Southwest,LOUISIANA,LA,MEASLES,1
196621,Southwest,LOUISIANA,LA,MEASLES,2
196622,Southwest,LOUISIANA,LA,MEASLES,0
196623,Southwest,LOUISIANA,LA,MEASLES,3
196624,Southwest,LOUISIANA,LA,MEASLES,4
196625,Southwest,LOUISIANA,LA,MEASLES,2
196626,Southwest,LOUISIANA,LA,MEASLES,1
196627,Southwest,LOUISIANA,LA,MEASLES,3
196628,Southwest,LOUISIANA,LA,MEASLES,0
196629,Southwest,LOUISIANA,LA,MEASLES,2
196630,Southwest,LOUISIANA,LA,MEASLES,0
196631,Southwest,LOUISIANA,LA,MEASLES,5
196632,Southwest,LOUISIANA,LA,MEASLES,0
196633,Southwest,LOUISIANA,LA,MEASLES,0
196634,Southwest,LOUISIANA,LA,MEASLES,1
196635,Southwest,LOUISIANA,LA,MEASLES,0
196636,Southwest,LOUISIANA,LA,MEASLES,0
196637,Southwest,LOUISIANA,LA,MEASLES,0
196638,Southwest,LOUISIANA,LA,MEASLES,0
196639,Southwest,LOUISIANA,LA,MEASLES,0
196640,Southwest,LOUISIANA,LA,MEASLES,0
196641,Southwest,LOUISIANA,LA,MEASLES,0
196642,Southwest,LOUISIANA,LA,MEASLES,0
196643,Southwest,LOUISIANA,LA,MEASLES,0
196644,Southwest,LOUISIANA,LA,MEASLES,0
196645,Southwest,LOUISIANA,LA,MEASLES,0
196646,Southwest,LOUISIANA,LA,MEASLES,0
196647,Southwest,LOUISIANA,LA,MEASLES,0
196648,Southwest,LOUISIANA,LA,MEASLES,0
196650,Southwest,LOUISIANA,LA,MEASLES,3
196651,Southwest,LOUISIANA,LA,MEASLES,0
196652,Southwest,LOUISIANA,LA,MEASLES,5
196601,Southwest,LOUISIANA,LA,RUBELLA,0
196601,Northeast,MAINE,ME,HEPATITIS A,6
196602,Northeast,MAINE,ME,HEPATITIS A,17
196603,Northeast,MAINE,ME,HEPATITIS A,14
196604,Northeast,MAINE,ME,HEPATITIS A,7
196605,Northeast,MAINE,ME,HEPATITIS A,4
196606,Northeast,MAINE,ME,HEPATITIS A,10
196607,Northeast,MAINE,ME,HEPATITIS A,6
196608,Northeast,MAINE,ME,HEPATITIS A,8
196609,Northeast,MAINE,ME,HEPATITIS A,9
196610,Northeast,MAINE,ME,HEPATITIS A,3
196611,Northeast,MAINE,ME,HEPATITIS A,1
196612,Northeast,MAINE,ME,HEPATITIS A,2
196613,Northeast,MAINE,ME,HEPATITIS A,4
